2450830.919	-546.11	1.53
2451034.215	-650.63	1.37
2451386.31	-711.07	1.73
2451387.293	-712.05	1.95
2451411.145	-716.51	2.1
2451413.944	-712.38	1.32
2451683.309	-655.21	1.58
2451743.222	-627.6	1.9
2451767.162	-613.16	1.45
2451828.03	-594.85	1.56
2451856.028	-570.19	1.96
2451856.901	-559.19	2.79
2452010.308	-471.21	1.41
2452061.273	-438.25	3.01
2452092.194	-413.77	1.45
2452127.155	-380.94	2.18
2452186.943	-334.62	1.22
2452188.067	-332.39	1.43
2452188.965	-334.56	1.08
2452421.327	-107.16	1.18
2452510.999	0	1.56
2452748.318	275.47	1.65
2452860.118	417.89	1.42
2453215.219	897.76	1.01
2453486.333	1282.86	1.41
2453519.233	1332.82	1.08
2454334.107	2478.35	1.86
2454755.035	3029.24	2.27
2455375.317	3750.83	1.11
2455520.97	3912.37	1.13
2456049.335	4434.56	1.46
2456766.32	5005.17	1.6
2456936.103	5121.83	1.37
