2450830.926	-185.28	1.46
2451035.152	-181.58	1.47
2451387.288	-145.11	2.79
2451472.952	-156.33	1.38
2451683.324	-145.14	1.89
2451684.331	-138.29	1.37
2451743.258	-143.97	2.07
2451767.23	-143.69	1.11
2451768.239	-146.25	1.9
2451828.056	-138.98	2.15
2451828.986	-133.68	1.86
2451829.97	-132.33	1.7
2451856.052	-140.61	3.11
2451919.934	-138.32	1.73
2452061.317	-131.17	1.88
2452092.226	-125.53	1.54
2452125.083	-120.44	1.36
2452127.217	-129.35	1.78
2452154.126	-127.45	1.79
2452188.085	-126.58	1.44
2452188.982	-132.06	1.61
2452456.256	-113.65	1.56
2452594.963	-114.85	1.48
2452861.244	-115.13	2.48
2452945.064	-101.42	1.59
2453215.262	-89.01	1.23
2453244.198	-92.65	1.86
2453522.324	-78.08	1.53
2453628.153	-74.13	1.17
2453671.123	-77.87	2.15
2453943.284	-59.73	0.63
2454014.133	-58.65	0.92
2454256.26	-42.5	1.03
2454372.086	-41.71	1.07
2455018.186	2.44	1.35
2455020.156	4.05	1.02
2455021.218	2.11	1.08
2455022.261	2.36	0.88
2455023.288	3.34	1.02
2455024.248	-0.06	0.95
2455030.233	1.75	1.06
2455031.32	3.67	0.88
2455032.169	3.15	0.95
2455033.216	2.16	1.12
2455036.296	-0.48	0.98
2455037.224	-1.5	0.82
2455046.207	7.05	0.82
2455047.237	7.51	0.81
2455048.18	8.88	0.85
2455049.215	8.11	0.86
