2452945.661	-19.75759	0.0013
2453217.924	-19.77253	0.00068
2453262.808	-19.77692	0.00053
2453270.763	-19.76983	0.00054
2453272.755	-19.76925	0.00066
2453291.706	-19.77026	0.00082
2453307.673	-19.77744	0.00066
2453308.721	-19.7762	0.00054
2453321.671	-19.77402	0.00057
2453946.846	-19.76933	0.0007
2453951.897	-19.76814	0.001
2454054.714	-19.73268	0.00055
2454078.602	-19.74698	0.00066
2454080.618	-19.74997	0.00063
2454082.635	-19.74896	0.0006
2454084.622	-19.73678	0.0008
2454117.58	-19.75313	0.0007
2454342.758	-19.76996	0.00061
2454343.873	-19.77101	0.00069
2454345.79	-19.77259	0.00053
2454348.801	-19.76826	0.00056
2454349.81	-19.76414	0.00058
2454350.827	-19.76273	0.00062
2454672.863	-19.76952	0.00058
2454674.895	-19.76593	0.00083
2454678.882	-19.76944	0.00093
2454681.91	-19.77129	0.00082
2454702.864	-19.76735	0.00067
2454705.825	-19.76547	0.00079
2454708.821	-19.76247	0.0007
2454730.765	-19.77139	0.00069
2454733.728	-19.76679	0.00054
2454734.725	-19.76663	0.00086
2454737.684	-19.76662	0.00081
2454743.655	-19.76769	0.00057
2454745.652	-19.76931	0.0006
2454749.82	-19.77115	0.00065
2454754.695	-19.77218	0.00062
2454758.672	-19.76367	0.0006
2454759.664	-19.76325	0.00058
2454760.676	-19.76361	0.00052
2454761.694	-19.75874	0.00049
2454762.668	-19.76373	0.00051
2454776.651	-19.76041	0.00064
2454780.597	-19.77232	0.00066
2455020.92	-19.76819	0.0005
2455022.872	-19.76855	0.00066
2455023.925	-19.76887	0.0006
2455036.899	-19.7664	0.00065
2455037.883	-19.77008	0.00052
2455038.892	-19.77085	0.00054
2455064.848	-19.76453	0.00057
2455066.857	-19.76532	0.0006
2455070.786	-19.76047	0.00063
2455073.771	-19.75893	0.00059
2455075.753	-19.76073	0.00083
2455077.787	-19.76292	0.00075
2455097.777	-19.76448	0.00058
2455100.721	-19.75986	0.00068
2455106.667	-19.75928	0.00065
2455153.602	-19.7571	0.00075
2455162.608	-19.75304	0.00065
2455373.923	-19.71966	0.00094
2455375.939	-19.7244	0.00079
2455397.896	-19.73135	0.00109
2455400.915	-19.72969	0.00061
2455404.853	-19.73224	0.00068
2455412.871	-19.73287	0.00077
2455455.693	-19.73158	0.00072
2455457.747	-19.73692	0.00069
2455463.85	-19.7286	0.00072
2455465.824	-19.72569	0.0008
2455480.705	-19.72722	0.00061
2455484.678	-19.73462	0.00057
2455488.706	-19.73311	0.00058
2455494.713	-19.72698	0.0007
2455497.653	-19.73299	0.00066
2455499.67	-19.73068	0.00087
2455516.643	-19.73142	0.00072
2455523.62	-19.72749	0.00072
2455574.567	-19.72588	0.00058
2455578.532	-19.72807	0.00067
