2450830.934	87.33	1.51
2451035.147	77.67	1.47
2451385.335	77.82	4.12
2451386.3	73.45	1.57
2451473.078	79.77	1.73
2451683.327	78.34	1.64
2451743.264	70.5	2.19
2451767.247	72.45	1.73
2451768.246	77.32	1.86
2451918.917	64.36	1.72
2452061.326	80.35	2.12
2452093.257	73.7	5.12
2452128.203	64.64	1.7
2452151.231	73.34	1.74
2452152.074	66.05	1.83
2452154.134	69.13	1.53
2452188.089	69.19	1.91
2452188.991	59.31	2.3
2452454.343	56.7	1.75
2452593.97	61.07	1.93
2452594.986	59.64	2
2452857.213	48.11	1.89
2452945.081	53.25	2.09
2453045.911	42.28	2.31
2453215.27	42.05	1.16
2453244.216	47.53	1.81
2453246.089	50.49	1.72
2453522.335	35.01	1.4
2453626.165	35.27	4.16
2453628.168	33.1	1.26
2453631.11	26.38	2.28
2453632.133	32.27	0.82
2453671.13	29.9	2
2453703.002	29.19	0.84
2453943.302	22.46	0.68
2454011.048	22.03	0.92
2454254.244	20.88	1.1
2454337.043	18.97	1.18
2454780.059	1.98	0.86
2455020.299	-3.79	1.14
2455021.233	-6.18	1.17
2455022.278	-5.99	1.05
2455023.302	-8.72	1.29
2455024.261	-7.72	1.03
2455029.29	-4.8	1.33
2455030.245	-2.37	1.04
2455031.348	-4.25	0.9
2455032.182	-7.19	1.07
2455033.229	-9.13	1.04
2455035.278	-3.35	1.34
