2450830.19	32.31	2.19
2451001.914	37.13	2.69
2451213.196	40.73	2.3
2451237.076	57.34	3.56
2451274.067	23.19	3.61
2451383.867	47.29	2.03
2451631.026	39.62	1.98
2451682.929	38.94	2.28
2451920.212	48.16	2.18
2451984.07	48.6	2.59
2452092.903	41.52	1.92
2452128.867	48.48	2.49
2452359.028	37.38	1.29
2452386.965	36.83	1.54
2452387.982	39.24	1.54
2452476.864	44.37	1.86
2452655.186	37.26	1.81
2452746.047	30.61	1.96
2452749.053	37.43	1.47
2452751.036	28.99	1.54
2452785.928	39.23	1.94
2453005.233	34.7	2.18
2453008.177	30.14	1.79
2453042.208	38.76	1.86
2453044.149	33.67	1.82
2453051.15	22.78	1.71
2453402.142	17.47	1.37
2453483.006	23.41	1.92
2453509.987	14.89	1.59
2453516.939	21.01	1.8
2453569.848	7.54	1.4
2453753.236	7.04	1.13
2453840.065	-4.31	1.34
2453844.963	2.77	1.11
2453944.858	-1.07	1.12
2454015.282	2.94	1.5
2454037.261	-5.99	3.22
2454112.167	-11.28	1.42
2454115.213	-13.24	1.97
2454221.989	-14.81	1.12
2454255.946	-17.11	1.63
2454545.062	-34.4	1.66
2454846.222	-55.68	1.02
2454899.068	-60.92	1.89
2455209.172	-81.26	1.36
2455314.003	-90.69	1.48
2455603.196	-107.42	1.35
2455965.163	-140.91	1.94
2455997.108	-141.06	1.68
2456749.092	-219.81	1.72
